;id;title;authors;identifier;publisher;img_url;creator_id;identifier_type
268;295;Rites of Spring: The Great War and the Birth of the Modern Age;Modris Eksteins;395937582;Mariner Books;http://images.amazon.com/images/P/0395937582.01._SX140_SY225_SCLZZZZZZZ_.jpg;7;ASIN
269;296;A Military Atlas of the First World War;Arthur Banks;850527910;Leo Cooper;http://i.pgcdn.com/muze_images/books/9/19/9780850527919_150x150.jpg;7;ASIN
270;297;The Wolf: A classic adventure story of how one ship took on the navies of the world in the First World War: The True Story of an Epic Voyage of Destruction in WW1;Peter Hohnen;552157058;Corgi;http://ecx.images-amazon.com/images/I/51zJcNhMbBL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;1;ASIN
271;298;Letters from the Trenches: A Soldier of the Great War;Bill Lamin;1843173735;Michael O'Mara Books Ltd;http://ecx.images-amazon.com/images/I/51NVAltlwHL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;1;ASIN
272;299;Battles of WW1;Martin Marix Evans;1848371438;Arcturus Publishing;http://i01.i.aliimg.com/photo/v0/111690669/Battles_of_WW1_Book_Martin_Marix_Evans.jpg;1;ASIN
273;300;Reizigers door de Grote Oorlog;August Thiry, Dirk Van Cleemput;9,78906E+12;Davidsfonds;http://www.boek.be/sites/default/files/imagecache/boek_detail/sites/all/data/9789058265524.jpg;1;ASIN
274;301;Les carnets de guerre de Louis Barthas, tonnelier, 1914-1918;Louis Barthas;2707140643;La Découverte;http://ecx.images-amazon.com/images/I/41383X8677L._SL75_PIsitb-sticker-arrow-st,TopRight,8,-14_OU08_.jpg;1;ASIN
275;302;Der rote Kampfflieger;Manfred Frhr. von Richthofen;3924865191;Germa-Press Verlag;http://ecx.images-amazon.com/images/I/513HK96BWPL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU01_.jpg;1;ASIN
276;303;Fighting In Flanders;E. Alexander Powell;1169237460;Kessinger Publishing, LLC;http://ecx.images-amazon.com/images/I/51sHSeUNmHL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU01_.jpg;1;ASIN
277;304;Ypres, 1914, an official account published by order of the German general staff;Otto Schwink;1176404601;Nabu Press;http://ecx.images-amazon.com/images/I/51El6iaKj-L._SL500_AA300_.jpg;1;ASIN
278;305;August 1914;Aleksandr Solzhenitsyn;014003739X;Farrar, Straus and Giroux;http://ecx.images-amazon.com/images/I/51754786NTL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU01_.jpg;7;ASIN
279;306;Johnny Got His Gun;Dalton Trumbo;141189819;Journeyman Press;http://images.amazon.com/images/P/0553274325.01._SX140_SY225_SCLZZZZZZZ_.jpg;7;ASIN
280;307;In Flanders Fields;Leon Wolff;140048960;Penguin Putnam;http://ecx.images-amazon.com/images/I/51C69NTS4QL._SL500_AA300_.jpg;7;ASIN
281;309;World War I;S. L. A. Marshall;828104344;Mariner Books;http://images.amazon.com/images/P/0828104344.01._SX140_SY225_SCLZZZZZZZ_.jpg;7;ASIN
282;310;Who's Who in World War One;John M. Bourne;9,78042E+12;Routledge;http://isbn.abebooks.com/mz/96/41/0415141796.jpg;7;ASIN
283;311;The World War I Album;Ross Burns;785808647;Booksales;http://ecx.images-amazon.com/images/I/31RS17V7ZSL._SL110_.gif;7;ASIN
284;312;I Survived Didn't I? The Great War Reminisces of Private 'Ginger' Byrne;Charlie Byrne;978-0850522927;Leo Cooper;http://static.oxfam.org.uk/ProductImages/HighStDonated/1_2011/659285/preview_cba30df6071f4cf1b7917c0060bcea42.jpg;7;ASIN
285;313;Hill 60: Ypres (Battleground Europe);Nigel Cave;850525594;Pen & Sword;http://covers.powells.com/9780850525595.jpg;7;ASIN
286;314;Sanctuary Wood & Hooge: Ypres (Battleground Europe);Nigel Cave;850523559;Pen & Sword;http://covers.powells.com/9780850523553.jpg;7;ASIN
287;315;Before Endeavours Fade: Guide to the Battlefields of the First World War;Rose E.B. Coombs;900913851;After the Battle;http://ecx.images-amazon.com/images/I/61RuM1hUfOL._SL500_AA300_.jpg;7;ASIN
288;316;With A Machine Gun To Cambrai;George Coppard;978-0304352586;Phoenix;http://i43.tower.com/images/mm107725481/with-machine-gun-cambrai-coppard-george-paperback-cover-art.jpg;7;ASIN
289;317;1918: The Year of Victories;Martin Marix Evans;572028385;Chartwell Books;http://images.amazon.com/images/P/0785816356.01._SX140_SY225_SCLZZZZZZZ_.jpg;7;ASIN
290;318;Over the Top: Great Battles of the First World War;Martin Marix Evans;572028407;Capella;http://images.amazon.com/images/P/0572028407.01._SX140_SY225_SCLZZZZZZZ_.jpg;7;ASIN
291;319;The Battle of the Somme: A Topographical History;Gerald Gliddon;750913444;The History Press;http://www.waterstones.com/wat/images/nbd/m/978075/091/9780750919838.jpg;7;ASIN
292;320;Forgotten Land: Journeys Among the Ghosts of East Prussia;Max Egremont;330456598;Picador;http://ecx.images-amazon.com/images/I/41eRp07Y4mL._SL500_AA300_.jpg;7;ASIN
293;321;To End All Wars: How the First World War Divided Britain;Adam Hochschild;230013961;Macmillan;http://ecx.images-amazon.com/images/I/51zQ9GIpRvL._SL500_AA300_.jpg;7;ASIN
294;322;Haig: A Re-appraisal 80 Years on;Brian Bond;184415887X;Pen & Sword;http://ecx.images-amazon.com/images/I/51mnZKeOxyL._SL500_AA300_.jpg;7;ASIN
295;323;Architect of Victory: Douglas Haig;Walter Reid;1843410451;Birlinn Ltd;http://ecx.images-amazon.com/images/I/51Oe4L0G63L._SL500_AA300_.jpg;7;ASIN
296;324;Artillery in the Great War;Paul Strong, Sanders Marble;1844159493;Pen & Sword;http://www.militarymodelling.com/sites/1/images/article_images_month/2011-06/artillerygreatwarfront%20cover.jpg;7;ASIN
297;325;6th Battalion, The Manchester Regiment in the Great War;John Hartley;1848843283;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/2871.jpg;7;ASIN
298;326;The Battle of Neuve Chapelle - French Flanders;Geoff Bridger;850526485;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/2612.jpg;7;ASIN
299;327;Salient Points Three: Ypres & Picardy 1914-18 (Cameos of the Western Front);Ted Smith, Tony Spagnoly;850527902;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/104.jpg;7;ASIN
300;328;Salient Points Two: Ypres Sector 1914-18 (Cameos of the Western Front);Ted Smith, Tony Spagnoly;850526108;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/105.jpg;7;ASIN
301;329;Salient Points Four (Cameos of the Western Front);Ted Smith, Tony Spagnoly;850529328;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/665.jpg;7;ASIN
302;330;Salient Points One;Ted Smith, Tony Spagnoly;9,78085E+12;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/103.jpg;7;ASIN
303;331;Salient Points 5: Ypres and Picardy 1914-1918 (Cameos of the Western Front);Ted Smith, Tony Spagnoly;1848841795;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/2202.jpg;7;ASIN
304;332;In the Shadow of Hell: Poperinghe 1914-1918 (Cameos of the Western Front);Paul Chapman, Ted Smith;850528097;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/91.jpg;7;ASIN
305;333;A Haven In Hell: Talbot House, Poperinghe;Paul Chapman, Ted Smith;075315613X;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/75.jpg;7;ASIN
306;335;Poets and Pals of Picardy: A Weekend on the Somme (Cameos of the Western Front);Mary Ellen Freeman, Ted Smith;850527031;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/99.jpg;7;ASIN
307;336;To the Last Man: Spring 1918;Lyn Macdonald;786707976;Basic Books;http://photo.goodreads.com/books/1184291518l/1497946.jpg;7;ASIN
308;337;1914-1918. Voices and Images of the Great War;Lyn Macdonald;140146741;Michael Joseph;http://covers.openlibrary.org/b/id/95829-M.jpg;7;ASIN
309;338;Imperial Germany and the Great War, 1914-1918;Roger Chickering;521547806;Cambridge University Press;http://i43.tower.com/images/mm100885155/imperial-germany-great-war-1914-1918-roger-chickering-paperback-cover-art.jpg;7;ASIN
310;341;Fighter Heroes of WWI: The untold story of the brave and daring pioneer airmen of the Great War;Joshua Levine;978-1400066711;Collins;http://ecx.images-amazon.com/images/I/51gK7P1Rg3L._SL500_AA300_.jpg;7;ASIN
311;342;The Red Baron: The Life and Death of an Ace;Peter Kilduff;978-0715328217;Random House;http://i43.tower.com/images/mm112348897/red-baron-life-death-ace-kilduff-peter-paperback-cover-art.jpg;7;ASIN
312;343;German Battlecruisers 1914-18;Gary Staff, Tony Bryan;1846030099;Osprey Publishing;http://ecx.images-amazon.com/images/I/4144QG5EYSL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;1;ASIN
313;344;British Battlecruisers 1914-1918;Lawrence Burr, Tony Bryan;1846030080;Osprey Publishing;http://ecx.images-amazon.com/images/I/41VVJRV5K2L._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;1;ASIN
314;345;Tumult in the Clouds: British Experience of War in the Air, 1914-18;Nigel Steel, Peter Hart;340638451;Hodder & Stoughton Ltd;http://www1.alibris-static.com/isbn/9780340638453.gif;7;ASIN
315;346;Marinekorps Flandern;Johan Ryheul;9078878134;Agora/ Tempus;http://s.s-bol.com/imgbase0/imagebase/regular/FC/0/1/8/0/1001004008660810.jpg;1;ASIN
316;347;Blocking of Zeebrugge - Operation Z-O 1918;Stephen Prince;1846034531;Osprey Publishing;http://ecx.images-amazon.com/images/I/51pNet4FhmL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;1;ASIN
317;348;William Noel Hodgson: The Gentle Poet;Jack Medomsley;978-0950643823;Mel Publications;http://ecx.images-amazon.com/images/I/51qC7n1DUQL._SL500_AA300_.jpg;7;ASIN
318;349;Luchtoorlog boven België 1914;Bernard Deneckere;9,78909E+12;Roularta Books;http://www.mediaclub.be/is-bin/intershop.static/WFS/MCNL-MediaClubShop-Site/Roularta-RoulartaPartners/nl_BE/7062-0_luchtoorlog_I.jpg;7;ASIN
319;350;The German Army on the Somme, 1914-1916;Jack Sheldon;978-1844152698;Pen & Sword;http://ecx.images-amazon.com/images/I/51H4NDEBBJL._SL500_AA300_.jpg;7;ASIN
320;351;The Germans at Beaumont Hamel;Jack Sheldon;9,78184E+12;Pen & Sword;http://img2.imagesbn.com/images/16230000/16234574.JPG;7;ASIN
321;352;The Germans at Thiepval;Jack Sheldon;9,78184E+12;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/1217.jpg;7;ASIN
322;353;Submarines, Mines and Torpedos in the War (1914);Charles William Domville-Fife;1120717027;Kessinger Publishing;http://ecx.images-amazon.com/images/I/41gnLNDp%2BzL._SL500_AA300_.jpg;1;ASIN
323;354;The Battle for Vimy Ridge -1917;Nigel Cave, Jack Sheldon;1844155528;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/1366.jpg;7;ASIN
324;355;The Grey Wolves of Eriboll;David Hird;1904445322;Whittles Publishing;http://ecx.images-amazon.com/images/I/41HrJDG-ZdL._SL500_AA300_.jpg;1;ASIN
325;356;A Nation In Arms: A Social Study of the British Army in the First World War ;Ian F W Beckett;1844680231;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/799.jpg;7;ASIN
326;357;Die UC- Boote der Kaiserlichen Marine 1914-1918;Harald Bendert;3813207587;Mittler & Sohn;http://ecx.images-amazon.com/images/I/51DTHB1FZNL._SL500_AA300_.jpg;1;ASIN
327;358;A Glint in the Sky;Martin Easdown, Thomas Genth;1844151190;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/711.jpg;7;ASIN
328;359;Le Feu (Journal d'une Escouade);Henri Barbusse;1173143947;Flammarion;http://ecx.images-amazon.com/images/I/51iZWBUtbPL._SL500_AA300_.jpg;7;ASIN
329;360;Borrowed Soldiers: Americans Under British Command 1918;Mitchell A Yockelson;806139196;University of Oklahoma Press (May 15, 2008);http://www.borrowedsoldiers.com/images/bookcover.jpg;14;ASIN
330;361;Hitler's First War. Adolf Hitler, the Men of the List Regiment, and the First World War;Thomas Weber;199233209;Oxford University Press;http://photo.goodreads.com/books/1281881479l/8175601.jpg;14;ASIN
331;362;The Story of the Fifth Australian Division, Being an Authoritative Account of the Division's Doings in Egypt, France and Belgium;Capt A.D. Ellis;115248091X;Hodder and Stoughton;http://i43.tower.com/images/mm109373479/story-fifth-australian-division-ellis-a-d-paperback-cover-art.jpg;14;ASIN
332;363;Crumps and Camouflets. Australian Tunnelling Companies on the Western Front;Damien Finlayson;9,78098E+12;Big Sky Publishing;http://regimental-books.com.au/shop/bmz_cache/i/images/crumps-and-camouflets-australian-tunnelling-companies-on-the-western-front-crumps-and-camoflets-thumbnail-54x80.jpg;14;ASIN
333;364;Redan Ridge, the Last Stand;Peter Weston;978-0955247705 ;P Weston;http://ecx.images-amazon.com/images/I/51-Tud%2BgarL._SL500_AA300_.jpg;7;ASIN
334;365;The First Day on the Somme;Martin Middlebrook;140171347;Penguin;http://ecx.images-amazon.com/images/I/21R7kKva42L._SL210_.jpg;7;ASIN
335;366;Forgotten Voices of the Somme;Joshua Levine;91926270;Ebury Press ;http://ecx.images-amazon.com/images/I/518F8jgjt0L._SL210_.jpg;7;ASIN
336;367;Somme: The Heroism and Horror of War;Martin Gilbert;719568633;John Murray ;http://ecx.images-amazon.com/images/I/51aAUC9Ti8L._SL210_.jpg;7;ASIN
337;368;The Somme Stations;Andrew Martin;571249604;Faber and Faber;http://ecx.images-amazon.com/images/I/51fjBLOC6NL._SL210_.jpg;7;ASIN
338;369;The Missing of the Somme;Geoff Dyer;753827549;Phoenix;http://ecx.images-amazon.com/images/I/418oeI9mTaL._SL210_.jpg;7;ASIN
339;370;War Horse;Michael Morpurgo;1405255439;Egmont Books Ltd ;http://www.ntposters.org.uk/lowres/41/main/1/309245.jpg;7;ASIN
340;372;Ghosts on the Somme: Filming the Battle, June-July 1916;Alastair H. Fraser, Andrew Robertshaw, Steve Roberts;1844158365;Pen & Sword;http://ecx.images-amazon.com/images/I/51OSmk-LrHL._SL210_.jpg;7;ASIN
341;373;Walking the Somme (Battleground Somme);Paul Reed;978-1848844735;Pen & Sword;http://ecx.images-amazon.com/images/I/51aqQnlvkDL._SL500_AA300_.jpg;7;ASIN
342;374;Imperial War Museum Book of the Somme;Malcolm Brown;330492063;Pan;http://ecx.images-amazon.com/images/I/51729C-EyXL._SL210_.jpg;7;ASIN
343;375;Tracing British Battalions on the Somme;Ray Westlake;1844158853;Pen & Sword;http://ecx.images-amazon.com/images/I/511dTxbjO8L._SL500_AA300_.jpg;7;ASIN
344;376;The Road to the Somme: Men of the Ulster Division Tell Their Story;Philip Orr;856408247;Blackstaff Press Ltd;http://ecx.images-amazon.com/images/I/51i9ZdcDlHL._SL500_AA300_.jpg;7;ASIN
345;377;1916 in France: Battle of the Somme, Battle of Verdun, Battle of Delville Wood, Order of Battle for the Battle of the Somme: Battle of the Somme, ... Battle of Thiepval Ridge, Battle of the Ancre;Books Llc;1156108934;Unknown;http://ecx.images-amazon.com/images/I/51yDrLM7G3L._SL500_AA300_.jpg;1;ASIN
346;378;Somme 1 July 1916: Tragedy and Triumph;Andrew Robertshaw;1846030382;Osprey Publishing;http://ecx.images-amazon.com/images/I/51MBJXV844L._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;1;ASIN
347;379;British Mark IV Tank;David Fletcher;184603082X;Osprey;http://www4.alibris-static.com/isbn/9781846030826.gif;7;ASIN
348;380;SPAD VII vs Albatros D III, 1917-18;Jon Guttman;1849084750;Osprey;http://www.ospreypublishing.com/images/books/covers/mainpageimages/9781849084758-th2.jpg;7;ASIN
349;381;Albatros Aces of World War 1;Norman Franks;1855329603;Osprey;http://www.ospreypublishing.com/images/books/covers/mainpageimages/9781855329607-th2.jpg;7;ASIN
350;382;Austro-Hungarian Aces of World War 1;Chris Chant;1841763764;Osprey;http://www.ospreypublishing.com/images/books/covers/mainpageimages/9781841763767-th2.jpg;7;ASIN
351;383;The Somme;Gary Sheffield;304366498;Cassell;http://ecx.images-amazon.com/images/I/41O90nVuaBL._SL500_AA300_.jpg;7;ASIN
352;384;Through German Eyes: The British and the Somme 1916;Christopher Duffy;753822024;Phoenix;http://ecx.images-amazon.com/images/I/51pKqVplvWL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;7;ASIN
353;385;The Somme: The Day-by-day Account;Chris McCarthy;1860198732;Caxton Editions;http://ecx.images-amazon.com/images/I/51A0DK6SKKL._SL210_.jpg;7;ASIN
354;386;Battles Of The Somme;Martin Marix Evans;753804891;Weidenfeld & Nicolson;http://ecx.images-amazon.com/images/I/51598CAW4AL._SL500_AA300_.jpg;7;ASIN
355;387;The Battles of the Somme;Philip Gibbs;1440043760;Forgotten Books;http://ecx.images-amazon.com/images/I/415ak9hzs5L._SL210_.jpg;7;ASIN
356;388;Springboks on the Somme;Bill Nasson;014302535X;Penguin;http://ecx.images-amazon.com/images/I/51Be1ZCPUrL._SL210_.jpg;7;ASIN
357;390;The Middlebrook Guide to the Somme Battlefields;Martin Middlebrook, Mary Middlebrook;1844155331;Pen & Sword;http://ecx.images-amazon.com/images/I/51sMEfSL7ML._SL210_.jpg;7;ASIN
358;391;Ypres: The First Battle 1914;Ian F.W. Beckett;1405836202;Longman;http://i43.tower.com/images/mm100498431/ypres-ian-beckett-paperback-cover-art.jpg;7;ASIN
359;392;Sporen van een slag: Een pelgrimage naar Verdun 1916;H. Jonker;90-8975-129-4;Just Publishers;http://www.fenris-postorder.com/media/catalog/product/cache/3/image/5e06319eda06f020e43594a9c230972d/f/i/file_3_10.jpg;7;ASIN
360;393;The German Offensives of 1918;Martin Kitchen;752435272;Tempus;http://ecx.images-amazon.com/images/I/519YPDGNEYL._SL500_AA300_.jpg;7;ASIN
361;394;Pyrrhic Victory: French Strategy and Operations in the Great War;Robert A. Doughty;674027264;Harvard University Press;http://i43.tower.com/images/mm100019859/pyrrhic-victory-french-strategy-operations-in-great-war-robert-a-doughty-hardcover-cover-art.jpg;7;ASIN
362;395;Tolkien and the Great War: The Threshold of Middle-earth;John Garth;618331298;Houghton Mifflin Harcourt;http://i43.tower.com/images/mm102003255/tolkien-great-war-threshold-middle-earth-john-garth-paperback-cover-art.jpg;7;ASIN
363;396;Three Armies on the Somme: The First Battle of the Twentieth Century;William Philpott;307265854;Knopf;http://i43.tower.com/images/mm113919730/three-armies-on-somme-first-battle-twentieth-century-william-philpott-hardcover-cover-art.jpg;7;ASIN
364;397;La Peur;Gabriel Chevalier;2842631641;Le Dilettante;http://multimedia.fnac.com/multimedia/images_produits/Grandes110/2/4/6/9782842631642.gif;7;ASIN
365;398;Kriegstagebuch 1914-1918;Ernst Jünger;3608938435;Klett-Cotta;http://ecx.images-amazon.com/images/I/51ztH3f5gyL._SL500_AA300_.jpg;7;ASIN
366;400;De slag van de Somme 1916;Koen Koch;9026322003;Ambo;http://s.s-bol.com/imgbase0/imagebase/regular/FC/5/7/5/8/1001004006258575.jpg;7;ASIN
367;401;De derde slag van Ieper 1917;Koen Koch;9026320787;Ambo;http://s.s-bol.com/imgbase0/BOOKCOVER/FC/9/0/2/6/3/9026320787.gif;7;ASIN
368;402;The Beauty and the Sorrow;Peter Englund;1846683424;Random House;http://s.s-bol.com/imgbase0/imagebase/regular/FC/7/5/3/2/1001004011302357.jpg;7;ASIN
369;403;Great War Lives;Paul Reed;1848843240;Pen & Sword;http://www.pen-and-sword.co.uk/images/jackets/2851.jpg;7;ASIN
370;404;Blood on the Snow: The Carpathian Winter War of 1915;Graydon Tunstall;700617205;University Press of Kansas ;http://ecx.images-amazon.com/images/I/51XhNYrtt5L._SL500_AA300_.jpg;7;ASIN
371;405;Balkan Breakthrough: The Battle of Dobro Pole 1918;Richard Hall;253354528;Indiana University Press;http://ecx.images-amazon.com/images/I/51hTcjHvSCL._SL500_AA300_.jpg;7;ASIN
372;406;Up to Mametz - and Beyond;Llewelyn Wyn Griffith;1848843534;Pen & Sword;http://ecx.images-amazon.com/images/I/51r5zX5mLUL._SL500_AA300_.jpg;7;ASIN
373;407;Mud, Blood and Bullets: Memoirs of a Machine Gunner on the Western Front;Edward Rowbotham;752456202;The History Press Ltd;http://ecx.images-amazon.com/images/I/51qs3KVeAgL._SL500_AA300_.jpg;7;ASIN
374;408;Machine Gunner 1914-1918: Personal Experiences of the Machine Gun Corps;C. E. Crutchley;1844153592;Leo Cooper Ltd;http://ecx.images-amazon.com/images/I/61RHKBG3PHL._SL500_AA300_.jpg;7;ASIN
375;409;Machine Guns of World War I: Live Firing Classic Military Weapons in Colour Photographs;Robert Bruce;184797032X;The Crowood Press Ltd;http://ecx.images-amazon.com/images/I/515p0lcM9hL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;7;ASIN
376;410;Chemical Soldiers: British Gas Warfare in World War I;Donald Richter;700611134;University Press of Kansas;http://i43.tower.com/images/mm101790439/chemical-soldiers-british-gas-warfare-in-world-war-donald-c-richter-paperback-cover-art.jpg;7;ASIN
377;411;Bullecourt 1917: Breaching the Hindenburg Line;Paul Kendall;752457454;The History Press Ltd;http://ecx.images-amazon.com/images/I/51HIOqgP10L._SL500_AA300_.jpg;7;ASIN
378;412;A Very Unimportant Officer: Life and Death on the Somme and at Passchendaele;Cameron Stewart;340977124;Hodder;http://ecx.images-amazon.com/images/I/51qeNkejGtL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;45;ASIN
379;413;Last Post;Max Arthur;030436732X;Phoenix;http://ecx.images-amazon.com/images/I/51DPD-FjToL._SL160_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU02_AA115_.jpg;45;ASIN
380;414;The Diehards in the Great War;Everard Wyrall;1843423731; Naval & Military Press;http://ecx.images-amazon.com/images/I/41ZT6GXFQ5L._SL500_AA300_.jpg;45;ASIN
381;415;De Groote Oorlog;Sophie De Schaepdrijver;9025499635;Olympus;http://www.bruna.nl/is-bin/intershop.static/WFS/Bruna-B2C-Site/Bruna-B2C/nl_NL//detail/3/5/9025499635.jpg;7;ASIN
382;416;Luik, augustus 1914: zoektocht naar een vergeten slag;Jules Brabers, Rob Lemmens;9059118737;Aspekt;http://www.nnbh.com/base/31/images/9059118731.jpg;7;ASIN
383;417;A Crown of Life: World of John McCrae;Dianne Graves;1873376867;Spellmount Publishers Ltd;http://isbn.abebooks.com/bwk/md/63/87/a-crown-of-life:-world-of-john-mccrae/md1873376863.jpg;7;ASIN
384;418;Captain Staniland's Journey: The North Midland Territorials Go to War;Martin Middlebrook;1844150488;Leo Cooper;http://ecx.images-amazon.com/images/I/51rbNomFmyL._SL500_AA300_.jpg;7;ASIN
385;419;Digging Up Plugstreet: The Archaeology of a Great War Battlefield;Richard Osgood;1844255425;J H Haynes & Co Ltd;http://ecx.images-amazon.com/images/I/61zhD92mBwL._SL500_AA300_.jpg;7;ASIN
386;420;Digging the Trenches: The Archaeology of the Western Front;Andrew Robertshaw, David Kenyon;1844156710;Pen & Sword;http://ecx.images-amazon.com/images/I/61OgAS0Fs9L._SL500_AA300_.jpg;7;ASIN
387;421;Killing Time: Archaeology and the First World War;Nicholas J. Saunders;752456024;The History Press Ltd;http://ecx.images-amazon.com/images/I/31QqdY8IVdL._SL500_AA300_.jpg;7;ASIN
388;422;Fromelles 1916;Paul Cobb;752456016;The History Press Ltd;http://ecx.images-amazon.com/images/I/51QY0auh0KL._SL500_AA300_.jpg;7;ASIN
389;423;The Great War;John Terraine;1853266507;Wordsworth;http://ecx.images-amazon.com/images/I/51DKTJV4K3L._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;45;ASIN
390;424;Through the Wheat: The U.S. Marines in World War I;Joseph Alexander, Edwin Howard Simmons;1591147913;Naval Institute Press;http://ecx.images-amazon.com/images/I/2164V7uG0aL._SL500_AA300_.jpg;7;ASIN
391;425;Fritz: The World War I Memoir of a German Lieutenant;Fritz Nagel;188503315X;Blue Acorn Press;http://ecx.images-amazon.com/images/I/51n3C3s4V4L._SL500_AA300_.jpg;7;ASIN
392;426;Forgotten Lunatics of the Great War;Peter Barham;300103793;Yale University Press;http://www.hellfire-corner.demon.co.uk/lunatics.jpg;7;ASIN
393;427;It Made You Think of Home: The Haunting Journal of Deward Barnes, Canadian Expeditionary Force, 1916-1919;Bruce Cane;1550025120;Dundurn Group Ltd;http://ecx.images-amazon.com/images/I/413H5PHC8YL._SL500_AA300_.jpg;7;ASIN
394;428;Beneath Flanders Fields: The Tunnellers War 1914-1918;Peter Barton, Peter Doyle, Johan Vandewalle;186227357X;The History Press Ltd;http://ecx.images-amazon.com/images/I/51t7RNmuEgL._SL500_AA300_.jpg;7;ASIN
395;429;The Medical War. British military medicine in the First World War;Mark Harrison;199575827;OUP Oxford;http://ecx.images-amazon.com/images/I/71M4AnrYUEL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;1;ASIN
396;430;War, Trauma and Medicine in Germany and Central Europe (1914-1939);Wolfgang U. Eckart, Hans-Georg Hofer, Cay-Rüdiger Prüll;3862260763;Centaurus Verlag & Media;http://ecx.images-amazon.com/images/I/51%2BveRe5MPL._SL500_AA300_.jpg;1;ASIN
397;431;The Great War Handbook;Geoff Bridger;1844159361;Pen & Sword;http://ecx.images-amazon.com/images/I/51UGmFUchqL._SL500_AA300_.jpg;7;ASIN
398;432;Shots from the Front: The British Soldier 1914-18;Richard Holmes;000727548X;HarperPress;http://ecx.images-amazon.com/images/I/51VsA88%2BveL._SL500_AA300_.jpg;7;ASIN
399;433;Belfast Boys: How Unionists and Nationalists Fought and Died Together in the First World War;Richard S. Grayson;1441105190;Continuum Publishing Corporation;http://i43.tower.com/images/mm113209884/belfast-boys-how-unionists-nationalists-fought-died-together-richard-s-grayson-hardcover-cover-art.jpg;7;ASIN
400;434;Verdun: An Integrated Defence;Neil J. Wells;1845747151;Naval & Military Press Ltd ;http://ecx.images-amazon.com/images/I/41eatlIhinL._SL500_AA300_.jpg;7;ASIN
401;435;Sapper Dorothy;Dorothy Lawrence;857061356;Leonaur Ltd;http://ecx.images-amazon.com/images/I/51-UsUEpjkL._SL500_AA300_.jpg;7;ASIN
402;436;Her Privates We;Frederic Manning;1852427175;Serpent's Tail;http://ecx.images-amazon.com/images/I/51pR3LTkatL._SL500_AA300_.jpg;7;ASIN
403;437;The Middle Parts of Fortune Somme and Ancre;Frederic Manning;1599868512;FQ Classics;http://ecx.images-amazon.com/images/I/41lVM86z07L._SL500_AA300_.jpg;7;ASIN
404;438;The Soldier's War: The Great War Through Veterans' Eyes;Richard Van Emden;747598738;Bloomsbury Publishing PLC;http://ecx.images-amazon.com/images/I/51waecJS2wL._SL500_AA300_.jpg;7;ASIN
405;439;Boy Soldiers of the Great War;Richard Van Emden;755313038;Headline;http://ecx.images-amazon.com/images/I/51jfuVpWBKL._SL500_AA300_.jpg;7;ASIN
406;440;The Lost Battalion;John W. Nell;1893619192;Historical Publishing Network;http://ecx.images-amazon.com/images/I/412XHNYCM8L._SL500_AA300_.jpg;7;ASIN
407;441;The Lost Battalion;Thomas M. Johnson, Fletcher Pratt;803276133;Bison Books;http://ecx.images-amazon.com/images/I/51WHISXvp%2BL._SL500_AA300_.jpg;7;ASIN
